trial,accuracy,state,duration_seconds,cost_impossible,cost_minor,cost_no_match,gap_general_severe,gap_minor_general,ged_timeout,norm_angle,norm_cycle,norm_hdir,norm_vdir,norm_x,norm_y,simplification_epsilon,skel_threshold,use_angle_with_ox,use_cycle_count,use_horizontal_direction,use_normalized_x,use_normalized_y,use_vertical_direction
418,0.7292,COMPLETE,243.4,9.387659,0.245386,1.180261,0.223275,0.231686,9.578289,298.466276,1.725495,2.949725,2.973406,3.405241,1.97231,3.400575,130,1,1,1,1,1,1
419,0.6967,COMPLETE,624.2,12.083581,0.171786,1.384289,0.218009,0.244003,9.108824,308.270614,1.799411,3.047542,3.294892,3.062933,0.757053,2.910206,110,1,1,1,1,0,0
420,0.7523,COMPLETE,168.1,16.163361,0.250751,1.377479,0.224267,0.224824,13.135743,309.088937,1.953637,3.217297,3.36413,2.403464,2.029679,4.420564,110,1,1,1,1,1,0
421,0.7384,COMPLETE,98.5,10.06306,0.187925,1.372254,0.203232,0.199789,10.690864,266.738682,3.040325,3.327465,3.226404,3.463252,2.193702,5.682428,110,1,1,1,1,1,0
422,0.7503,COMPLETE,171.6,4.833932,0.23189,1.356558,0.265973,0.237368,10.451731,247.442213,2.733981,2.4146,2.978623,1.995212,1.619829,3.785518,130,1,1,1,1,1,0
423,0.7726,COMPLETE,161.8,14.21284,0.27096,1.130147,0.232388,0.269784,12.462995,242.343056,2.540586,2.514065,3.453956,3.074956,2.784377,4.245371,130,1,1,1,1,1,0
424,0.7521,COMPLETE,194.7,12.281884,0.240702,1.372751,0.221128,0.29065,9.236658,317.508742,2.500277,3.172149,3.914388,3.478155,1.023371,4.166233,110,1,1,1,1,1,0
425,0.7653,COMPLETE,119.8,5.642086,0.269897,1.343552,0.19694,0.254974,10.099942,305.115351,1.669681,2.99612,3.736018,3.219731,1.608125,5.563588,100,1,1,1,1,1,0
426,0.7681,COMPLETE,225.0,8.041166,0.261774,1.203056,0.22632,0.270379,11.056132,262.204873,1.804125,2.724324,2.481039,3.132338,1.573835,4.564407,120,1,1,1,1,1,0
427,0.7523,COMPLETE,329.6,5.682659,0.243645,1.219993,0.192941,0.244985,9.521529,290.097192,2.520428,2.710349,3.639911,2.827608,2.347925,3.262145,110,1,1,1,1,1,0
428,0.7469,COMPLETE,176.4,5.252714,0.209577,1.257805,0.172683,0.235287,10.415329,278.712302,2.105259,3.615208,3.904621,2.268719,2.58801,4.33728,130,1,1,1,1,1,0
429,0.7324,COMPLETE,302.4,7.601583,0.290153,1.227187,0.230976,0.245093,10.428855,222.223844,2.441712,3.145556,2.792557,3.394702,1.926272,3.471646,110,1,1,1,1,1,0
430,0.7432,COMPLETE,107.8,10.934557,0.2512,1.095275,0.20097,0.24697,12.826919,293.103457,1.883587,2.911332,3.195069,3.399575,1.712656,5.643668,130,1,1,1,1,1,0
431,0.7594,COMPLETE,114.9,15.026264,0.253152,1.325923,0.240707,0.250367,11.372385,278.275224,2.324918,2.963865,2.693127,2.835844,1.252286,5.330027,130,1,1,1,1,1,0
432,0.7427,COMPLETE,206.4,9.417218,0.27183,1.257255,0.23739,0.228814,10.798356,238.309037,2.671118,2.340788,2.526933,4.118446,1.788065,4.080184,110,1,1,1,1,1,0
433,0.742,COMPLETE,126.1,11.619629,0.193829,1.313075,0.189572,0.236658,7.876027,238.607401,2.017183,3.285624,3.375796,2.78233,1.610938,4.715523,110,1,1,1,1,1,0
434,0.7204,COMPLETE,139.2,5.462276,0.225699,1.179859,0.206393,0.26334,9.903491,302.367445,0.921691,2.453507,2.427586,2.460343,1.981609,4.957981,100,1,1,1,1,1,1
435,0.7709,COMPLETE,170.5,3.377344,0.216966,1.045816,0.241676,0.25323,10.343415,208.339006,2.821819,2.809232,3.179845,2.868321,1.872261,4.252566,110,1,1,1,1,1,0
436,0.7414,COMPLETE,170.1,15.728656,0.300102,1.296715,0.217496,0.248492,11.225228,246.091223,2.637671,2.861565,3.38937,2.721339,2.770822,4.201447,100,1,1,1,1,1,0
437,0.7198,COMPLETE,407.2,5.428408,0.321204,1.27892,0.215865,0.196549,11.377393,249.275198,3.258463,2.263741,2.749051,3.105228,2.579203,3.349682,120,1,1,1,1,1,0
438,0.749,COMPLETE,103.2,4.462621,0.26548,1.034964,0.198012,0.270405,11.997566,260.526472,1.485562,2.661704,3.698175,3.03429,2.497352,5.733227,110,1,1,1,1,1,0
439,0.7527,COMPLETE,133.6,10.543332,0.251577,1.159832,0.250503,0.257753,10.982033,207.583857,2.176761,2.813889,2.680279,2.940304,1.895131,4.817229,130,1,1,1,1,1,0
440,0.7541,COMPLETE,179.6,5.332209,0.258733,1.126562,0.219485,0.233628,12.660085,273.68047,1.954162,2.457212,3.28553,3.037402,1.9556,4.143093,120,1,1,1,1,1,0
441,0.762,COMPLETE,166.1,8.200322,0.225346,1.263058,0.242696,0.244694,9.57412,280.000924,2.029387,2.83117,2.764521,4.023746,1.23496,4.123905,120,1,1,1,1,1,0
442,0.7756,COMPLETE,159.4,7.377501,0.23032,1.180591,0.286239,0.237749,6.246725,252.333118,2.659918,2.699743,3.058484,3.37626,2.262732,4.615982,110,1,1,1,1,1,0
443,0.7503,COMPLETE,117.0,14.115277,0.255402,1.265272,0.26317,0.25299,12.283992,276.666292,2.832119,2.496719,2.715661,2.424764,1.173602,5.049968,120,1,1,1,1,1,0
444,0.7586,COMPLETE,192.0,14.016715,0.242059,1.153662,0.244729,0.221835,13.407351,225.412554,2.322082,1.819952,3.215698,2.423237,2.637955,4.423011,110,1,1,1,1,1,0
445,0.7394,COMPLETE,135.1,8.222914,0.248734,1.098075,0.255518,0.221531,12.906292,226.751012,2.847243,2.72891,2.85914,3.62482,1.308041,5.423076,130,0,1,1,1,1,0
446,0.7232,COMPLETE,113.1,6.807653,0.237879,1.200295,0.247742,0.228828,10.992667,287.313786,2.393002,2.841643,3.048547,2.83643,2.557937,5.986704,110,1,1,1,1,1,1
447,0.7233,COMPLETE,154.2,3.589466,0.201856,1.365228,0.199329,0.275387,12.082118,199.334329,2.617855,2.848095,3.341518,2.601457,1.197987,5.10783,120,1,1,1,1,0,0
448,0.5677,COMPLETE,218.3,7.661654,0.293267,1.225042,0.251642,0.281856,11.098949,229.798814,2.897391,2.858666,3.124915,3.515605,1.488688,4.930259,130,1,1,1,0,0,0
449,0.7545,COMPLETE,197.0,5.316356,0.272483,1.02088,0.275832,0.282096,10.616452,230.528736,2.523834,2.450442,3.067314,2.817109,2.296271,3.941548,120,1,1,1,1,1,0
450,0.7418,COMPLETE,132.8,3.10956,0.202505,1.022087,0.208861,0.259072,11.254838,182.689487,2.643515,3.417465,2.782605,3.008727,1.206439,5.214659,140,1,1,1,1,1,0
451,0.7392,COMPLETE,154.1,6.091054,0.294376,1.275529,0.241,0.263865,9.581418,286.314784,2.172853,2.745896,3.051283,3.302033,1.238126,4.478636,100,1,1,1,1,1,0
452,0.7508,COMPLETE,134.8,5.99595,0.209521,1.060111,0.256212,0.225957,11.524483,227.750244,2.100875,2.751584,3.190705,3.084856,1.991378,4.556439,130,1,1,1,1,1,0
453,0.7352,COMPLETE,113.4,9.757916,0.244238,1.074952,0.288079,0.200071,9.624539,168.881486,1.842719,2.593023,3.148399,3.982791,2.453968,5.642542,120,1,1,1,1,1,0
454,0.7071,COMPLETE,123.9,4.194516,0.262187,1.248374,0.261066,0.209375,7.906436,298.001146,2.460636,2.656781,2.92567,3.179119,2.209115,5.726761,120,1,1,1,1,0,0
455,0.7485,COMPLETE,145.7,11.810073,0.276377,1.122723,0.235824,0.274511,8.159676,247.167637,1.441309,2.296124,3.362915,2.638429,2.269862,4.691626,100,1,1,1,1,1,0
456,0.7492,COMPLETE,187.0,14.805157,0.206709,1.196407,0.265309,0.275866,7.79221,259.822714,1.901496,2.356808,3.414124,3.571897,2.50023,3.934683,110,1,1,1,1,1,0
457,0.7597,COMPLETE,138.8,4.591747,0.232739,1.18718,0.240657,0.2419,8.990999,259.62451,3.039954,3.269427,2.624286,3.571432,1.766967,5.05654,110,1,1,1,1,1,0
458,0.7616,COMPLETE,193.6,10.653757,0.221929,1.229308,0.243002,0.231997,10.424185,240.07729,3.077576,2.536401,2.826815,2.858037,2.689529,4.188534,110,1,1,1,1,1,0
459,0.7585,COMPLETE,270.6,13.84091,0.222854,1.158241,0.281788,0.230566,9.237035,259.620984,3.11713,3.293019,2.837992,3.339331,2.283321,3.25874,120,1,1,1,1,1,0
460,0.7446,COMPLETE,122.9,3.21752,0.209035,1.280112,0.223451,0.210047,10.618379,223.911593,2.837249,3.338821,2.413964,2.206135,1.871049,5.281081,100,1,1,1,1,1,0
461,0.7575,COMPLETE,229.4,5.451907,0.254406,1.250572,0.239679,0.266391,7.712567,277.570486,2.505593,2.709662,2.546258,3.431541,1.009459,3.583147,100,1,1,1,1,1,0
462,0.7515,COMPLETE,119.2,14.05131,0.251796,1.101011,0.287331,0.245968,8.760658,274.087481,2.201774,1.922178,2.837044,3.239571,2.426955,4.821714,110,1,1,1,1,1,0
463,0.7645,COMPLETE,208.4,4.683703,0.224951,1.211354,0.255586,0.251675,10.243557,295.827299,3.300562,2.19979,3.273232,3.359718,1.765988,3.641137,100,1,1,1,1,1,0
464,0.755,COMPLETE,126.8,9.135165,0.227473,1.13556,0.213862,0.250833,9.637319,317.738509,2.557894,3.01056,3.490571,3.134479,1.802277,5.248786,120,1,1,1,1,1,0
465,0.7136,COMPLETE,158.9,6.620296,0.208461,1.355905,0.212556,0.266561,10.323531,237.939506,2.712082,2.843255,3.167236,3.702219,2.849057,4.798592,110,1,1,1,1,0,0
466,0.7499,COMPLETE,166.1,3.114039,0.256143,1.260413,0.239072,0.234553,10.789239,263.073411,3.060705,2.367538,3.400942,3.593677,1.907883,4.254512,100,1,1,1,1,1,0
467,0.7339,COMPLETE,118.6,6.567757,0.261558,1.229726,0.256466,0.241145,10.467923,241.697763,2.305436,2.374319,3.054974,3.323182,1.905579,5.726093,110,1,1,1,1,1,0
468,0.7393,COMPLETE,160.3,5.138258,0.228221,1.329785,0.231002,0.246605,10.530857,309.46983,4.164619,2.271567,2.970269,3.784791,2.044259,4.300461,110,1,1,1,1,1,0
469,0.7633,COMPLETE,213.5,3.373478,0.243796,1.286119,0.269064,0.262882,11.0304,320.545577,4.020447,2.274087,3.310731,2.947328,2.523603,3.82118,100,1,1,1,1,1,0
470,0.7324,COMPLETE,442.6,5.047863,0.228865,1.126644,0.217231,0.26169,10.734853,243.123139,2.93504,2.742497,2.915726,2.777457,2.148458,2.588144,100,1,1,1,1,1,0
471,0.7553,COMPLETE,146.2,6.520425,0.25302,1.213353,0.262277,0.240454,9.192293,286.346055,3.758537,2.750979,3.152472,3.504735,1.527325,4.689236,130,1,1,1,1,1,0
472,0.7494,COMPLETE,145.1,7.516911,0.235789,1.276558,0.226762,0.194432,11.289864,282.791491,2.548201,2.269298,2.583714,2.455337,1.759222,4.7107,110,1,1,1,1,1,0
473,0.7108,COMPLETE,238.1,7.230569,0.258229,1.172457,0.235873,0.269339,11.521944,261.859924,3.749757,3.063013,3.02807,3.705113,2.434084,4.167974,120,1,1,1,1,0,0
474,0.73,COMPLETE,181.0,12.338817,0.267736,1.335397,0.292746,0.225673,10.839486,305.019623,3.288452,2.696099,2.854891,3.363758,1.471093,4.203967,110,1,1,1,1,1,0
475,0.7521,COMPLETE,159.4,4.142178,0.211247,1.188108,0.263099,0.236944,7.580062,269.22826,2.849393,2.958302,2.942533,3.237547,2.266595,4.385676,130,1,1,1,1,1,0
476,0.7592,COMPLETE,139.5,9.350342,0.226992,1.237123,0.270852,0.249375,9.564776,310.403482,3.258144,2.309888,3.394764,3.327706,1.881753,4.513298,100,1,1,1,1,1,0
477,0.758,COMPLETE,140.8,4.538825,0.2548,1.313087,0.262216,0.233951,11.721424,323.714363,4.490029,2.808681,3.71862,2.33169,2.431421,4.886034,110,1,1,1,1,1,0
478,0.6918,COMPLETE,285.7,4.110888,0.236619,1.395032,0.257437,0.250646,10.145267,311.430131,4.740485,2.656941,3.440004,3.495442,2.169875,3.724797,100,1,1,1,1,0,0
479,0.7461,COMPLETE,192.4,3.313565,0.219494,1.277166,0.277544,0.280566,10.857706,332.851111,3.140975,3.166478,2.716064,2.921799,2.13874,4.441166,100,1,1,1,1,1,0
480,0.7357,COMPLETE,127.7,3.560455,0.271491,1.255949,0.256415,0.245798,9.866873,329.64415,4.661282,2.919258,3.494166,3.412085,1.934779,5.212689,100,1,1,1,1,1,0
481,0.7387,COMPLETE,181.4,10.073162,0.307714,1.306337,0.258998,0.249005,9.814022,302.505158,4.08815,2.376998,3.134144,2.978574,2.335717,4.264554,110,1,1,1,1,1,0
482,0.7578,COMPLETE,188.3,5.490757,0.204947,1.354399,0.297093,0.25285,10.09153,295.581063,3.020295,2.359016,2.939367,3.16561,2.005964,4.103917,110,1,1,1,1,1,0
483,0.7539,COMPLETE,1460.2,1.55305,0.258028,1.075907,0.280532,0.247683,9.04793,302.91035,3.922446,2.169599,2.767163,3.431533,1.978523,3.650762,100,1,1,1,1,1,0
484,0.7599,COMPLETE,211.0,2.442135,0.216463,1.287316,0.258582,0.248083,9.230043,299.374752,4.991943,1.7235,2.873735,3.941047,2.29668,4.691445,110,1,1,1,1,1,0
485,0.7702,COMPLETE,186.9,4.536343,0.240314,1.281504,0.249042,0.270311,10.882849,329.109104,4.042712,2.046157,3.030095,3.568875,3.018402,4.265446,110,1,1,1,1,1,0
486,0.7479,COMPLETE,165.2,4.418074,0.231555,1.42985,0.278322,0.290997,9.752173,306.820085,4.027666,2.104362,3.796649,3.24316,2.140425,4.491681,100,1,1,1,1,1,0
487,0.7359,COMPLETE,528.8,7.297126,0.210956,1.348363,0.245712,0.2566,11.946834,305.51289,2.656097,2.477345,2.832823,3.806562,2.005184,2.723795,100,1,1,1,1,1,0
488,0.7411,COMPLETE,329.5,1.977346,0.248809,1.214446,0.288693,0.258905,7.081867,345.163411,3.247181,2.115384,3.259006,3.154083,2.067677,5.149026,100,1,1,1,1,1,0
489,0.7611,COMPLETE,216.5,8.644582,0.212746,1.428302,0.221619,0.232374,12.15448,339.836136,3.857206,2.129942,2.441355,3.498964,2.413229,3.764073,110,1,1,1,1,1,0
490,0.7327,COMPLETE,131.9,11.99785,0.271689,1.095733,0.274021,0.265802,10.632579,287.421353,3.419679,2.239573,2.50185,3.851238,2.803641,5.273136,110,1,1,1,1,1,0
491,0.7501,COMPLETE,160.4,8.093878,0.216585,1.349637,0.245626,0.266949,12.142096,308.965019,4.245337,1.945462,2.93356,3.01364,2.217502,4.303963,110,1,1,1,1,1,0
492,0.7443,COMPLETE,129.3,4.213754,0.262686,1.362968,0.28629,0.274167,10.335371,342.551486,4.565453,2.348965,2.800276,3.349479,3.420304,4.955017,100,1,1,1,1,1,0
493,0.763,COMPLETE,331.1,7.613558,0.254512,1.477752,0.236801,0.259014,8.112181,310.910675,5.360741,2.041532,3.438544,3.161424,2.672769,3.275116,110,1,1,1,1,1,0
494,0.7093,COMPLETE,224.9,10.829493,0.219464,1.366684,0.260899,0.272021,10.11143,298.44553,2.712477,2.17215,3.212057,2.626581,1.960946,3.909221,100,1,1,1,1,0,0
495,0.755,COMPLETE,222.9,4.895282,0.245924,1.259135,0.257862,0.283481,12.983294,300.574558,3.664238,2.088889,3.608063,3.939476,3.022943,4.284254,100,1,1,1,1,1,0
496,0.7461,COMPLETE,175.4,3.960387,0.261595,1.098304,0.24623,0.251356,8.902425,308.51073,3.322443,2.377867,3.105089,4.176842,2.961684,4.411409,100,1,1,1,1,1,0
497,0.7445,COMPLETE,147.6,2.820724,0.290339,1.151616,0.252611,0.229392,11.394555,308.234433,3.787736,2.380382,3.163562,3.72997,2.76509,4.938963,100,1,1,1,1,1,0
498,0.7573,COMPLETE,132.3,7.367885,0.271716,1.228478,0.243332,0.236953,10.708966,323.598989,5.253561,1.505264,3.375218,3.66454,2.376888,4.774667,100,1,1,1,1,1,0
499,0.7508,COMPLETE,211.1,3.383292,0.223446,1.413653,0.264256,0.251626,8.800367,297.436276,4.393638,1.508056,3.54109,3.286498,2.945182,3.718707,110,1,1,1,1,1,0
500,0.7506,COMPLETE,156.5,7.842212,0.245016,1.368745,0.241263,0.26991,9.945181,300.059039,4.549144,2.387407,2.899406,3.076369,2.308544,4.411423,110,1,1,1,1,1,0
